GPKODE	UMCU	ICC	NEO	ICK	HCK	FilterUMCU	FilterICC	FilterNEO	FilterICK	FilterHCK	Generic	UseGenName	UseShape	UseBrand	TallMan	Mmol	Divisible	GStand	Shape	Brand	GenName
166022						FALSE	FALSE	FALSE	FALSE	FALSE	7-OXO-DEHYDROEPIANDROSTERON							7-OXO-DEHYDROEPIANDROSTERON	TABLET		7-OXO-DEHYDROEPIANDROSTERON
161144						FALSE	FALSE	FALSE	FALSE	FALSE	AARDBEI/WIJNSTOK							AARDBEI/WIJNSTOK	KAUWTABLET	HEPATODORON	AARDBEI BLAD/WIJNSTOK BLAD
165565						FALSE	FALSE	FALSE	FALSE	FALSE	ABACAVIR							ABACAVIR	TABLET	ZIAGEN	ABACAVIR
165573	x					TRUE	FALSE	FALSE	FALSE	FALSE	ABACAVIR							ABACAVIR	DRANK	ZIAGEN	ABACAVIR
165638						FALSE	FALSE	FALSE	FALSE	FALSE	ABACAVIR/LAMIVUDINE							ABACAVIR/LAMIVUDINE	TABLET	KIVEXA	ABACAVIR/LAMIVUDINE
127434	x					TRUE	FALSE	FALSE	FALSE	FALSE	ABATACEPT							ABATACEPT	POEDER VOOR OPLOSSING VOOR INFUSIE	ORENCIA	ABATACEPT
137847						FALSE	FALSE	FALSE	FALSE	FALSE	ABATACEPT							ABATACEPT	INFUUS		ABATACEPT
140813	x					TRUE	FALSE	FALSE	FALSE	FALSE	ABATACEPT							ABATACEPT	INJECTIEVLOEISTOF	ORENCIA	ABATACEPT
154628						FALSE	FALSE	FALSE	FALSE	FALSE	ABCIXIMAB							ABCIXIMAB	INFUUS		ABCIXIMAB
176052						FALSE	FALSE	FALSE	FALSE	FALSE	ABEMACICLIB							ABEMACICLIB	TABLET	VERZENIOS	ABEMACICLIB
176060						FALSE	FALSE	FALSE	FALSE	FALSE	ABEMACICLIB							ABEMACICLIB	TABLET	VERZENIOS	ABEMACICLIB
176079						FALSE	FALSE	FALSE	FALSE	FALSE	ABEMACICLIB							ABEMACICLIB	TABLET	VERZENIOS	ABEMACICLIB
138827						FALSE	FALSE	FALSE	FALSE	FALSE	ABIRATERON							ABIRATERON	TABLET	ZYTIGA	ABIRATERON ACETAAT
166316						FALSE	FALSE	FALSE	FALSE	FALSE	ABIRATERON							ABIRATERON	TABLET	ZYTIGA	ABIRATERON ACETAAT
189863						FALSE	FALSE	FALSE	FALSE	FALSE	ABIRATERON							ABIRATERON	TABLET		ABIRATERON ACETAAT
188506						FALSE	FALSE	FALSE	FALSE	FALSE	ABROCITINIB							ABROCITINIB	TABLET	CIBINQO	ABROCITINIB
188514						FALSE	FALSE	FALSE	FALSE	FALSE	ABROCITINIB							ABROCITINIB	TABLET	CIBINQO	ABROCITINIB
188522						FALSE	FALSE	FALSE	FALSE	FALSE	ABROCITINIB							ABROCITINIB	TABLET	CIBINQO	ABROCITINIB
184144						FALSE	FALSE	FALSE	FALSE	FALSE	ACALABRUTINIB							ACALABRUTINIB	CAPSULE	CALQUENCE	ACALABRUTINIB
98043	x					TRUE	FALSE	FALSE	FALSE	FALSE	ACAMPROSAAT							ACAMPROSAAT	MAAGSAPRESISTENTE TABLET	CAMPRAL	ACAMPROSAAT CALCIUM
81434	x					TRUE	FALSE	FALSE	FALSE	FALSE	ACARBOSE							ACARBOSE	TABLET	GLUCOBAY	ACARBOSE
11460						FALSE	FALSE	FALSE	FALSE	FALSE	ACEBUTOLOL							ACEBUTOLOL	TABLET		ACEBUTOLOL HYDROCHLORIDE
20117						FALSE	FALSE	FALSE	FALSE	FALSE	ACEBUTOLOL							ACEBUTOLOL	TABLET		ACEBUTOLOL HYDROCHLORIDE
103098						FALSE	FALSE	FALSE	FALSE	FALSE	ACECLOFENAC							ACECLOFENAC	OMHULDE TABLET	BIOFENAC	ACECLOFENAC
8397						FALSE	FALSE	FALSE	FALSE	FALSE	ACENOCOUMAROL							ACENOCOUMAROL	TABLET	SINTROM	ACENOCOUMAROL
20303	x	x			x	TRUE	TRUE	FALSE	FALSE	TRUE	ACENOCOUMAROL						1	ACENOCOUMAROL	TABLET		ACENOCOUMAROL
14516	x	x				TRUE	TRUE	FALSE	FALSE	FALSE	ACETAZOLAMIDE				acetaZOLAMIDE		4	ACETAZOLAMIDE	TABLET	DIAMOX	ACETAZOLAMIDE
110140	x	x				TRUE	TRUE	FALSE	FALSE	FALSE	ACETAZOLAMIDE				acetaZOLAMIDE		10	ACETAZOLAMIDE	POEDER VOOR INJECTIEVLOEISTOF	DIAMOX	ACETAZOLAMIDE NATRIUM
128260	x					TRUE	FALSE	FALSE	FALSE	FALSE	ACETAZOLAMIDE							ACETAZOLAMIDE	SUSPENSIE VOOR ORAAL GEBRUIK		ACETAZOLAMIDE
38539	x	x				TRUE	TRUE	FALSE	FALSE	FALSE	ACETYLCYSTEINE				acetylCYSTeine		10	ACETYLCYSTEINE	VERNEVELVLOEISTOF	FLUIMUCIL	ACETYLCYSTEINE
39950						FALSE	FALSE	FALSE	FALSE	FALSE	ACETYLCYSTEINE							ACETYLCYSTEINE	GRANULAAT		ACETYLCYSTEINE
41653	x					TRUE	FALSE	FALSE	FALSE	FALSE	ACETYLCYSTEINE				acetylCYSTeine			ACETYLCYSTEINE	POEDER VOOR ORAAL GEBRUIK		ACETYLCYSTEINE
45381						FALSE	FALSE	FALSE	FALSE	FALSE	ACETYLCYSTEINE							ACETYLCYSTEINE	BRUISTABLET	FLUIMUCIL	ACETYLCYSTEINE
2100						FALSE	FALSE	FALSE	FALSE	FALSE											
53767	x	x				TRUE	TRUE	FALSE	FALSE	FALSE	ACETYLCYSTEINE				acetylCYSTeine		10	ACETYLCYSTEINE	CONCENTRAAT VOOR OPLOSSING VOOR INFUSIE	FLUIMUCIL	ACETYLCYSTEINE
65072						FALSE	FALSE	FALSE	FALSE	FALSE	ACETYLCYSTEINE							ACETYLCYSTEINE	BRUISTABLET	FLUIMUCIL; HOESTBRUISTABLET HTP; BISOLBRUIS; LIVSANE; DA HOESTBRUISTABLET	ACETYLCYSTEINE
80624	x	x				TRUE	TRUE	FALSE	FALSE	FALSE	ACETYLCYSTEINE				acetylCYSTeine		1	ACETYLCYSTEINE	POEDER VOOR ORAAL GEBRUIK		ACETYLCYSTEINE
90611						FALSE	FALSE	FALSE	FALSE	FALSE	ACETYLCYSTEINE							ACETYLCYSTEINE	DRANK	FLUIMUCIL	ACETYLCYSTEINE
104299						FALSE	FALSE	FALSE	FALSE	FALSE	ACETYLCYSTEINE							ACETYLCYSTEINE	OOGDRUPPELS		ACETYLCYSTEINE
114928						FALSE	FALSE	FALSE	FALSE	FALSE	ACETYLCYSTEINE							ACETYLCYSTEINE	ZUIGTABLET	FLUIMUCIL	ACETYLCYSTEINE
123153						FALSE	FALSE	FALSE	FALSE	FALSE	ACETYLCYSTEINE							ACETYLCYSTEINE	DRANK	FLUIMUCIL	ACETYLCYSTEINE
142735						FALSE	FALSE	FALSE	FALSE	FALSE	ACETYLCYSTEINE							ACETYLCYSTEINE	TABLET	FLUIMUCIL	ACETYLCYSTEINE
159824						FALSE	FALSE	FALSE	FALSE	FALSE	ACETYLCYSTEINE							ACETYLCYSTEINE	POEDER VOOR ORAAL GEBRUIK		ACETYLCYSTEINE
189502						FALSE	FALSE	FALSE	FALSE	FALSE	ACETYLCYSTEINE							ACETYLCYSTEINE	BLAASSPOELING		ACETYLCYSTEINE
1058						FALSE	FALSE	FALSE	FALSE	FALSE	ACETYLSALICYLZUUR							ACETYLSALICYLZUUR	TABLET		ACETYLSALICYLZUUR
2402	x					TRUE	FALSE	FALSE	FALSE	FALSE	ACETYLSALICYLZUUR							ACETYLSALICYLZUUR	TABLET	ASPIRINE	ACETYLSALICYLZUUR
10154	x	x		x		TRUE	TRUE	FALSE	TRUE	FALSE	ACETYLSALICYLZUUR				acetylSALIcylzuur			ACETYLSALICYLZUUR	POEDER VOOR INJECTIEVLOEISTOF	ASPEGIC	ACETYLSALICYLAAT LYSINE
12548						FALSE	FALSE	FALSE	FALSE	FALSE	ACETYLSALICYLZUUR							ACETYLSALICYLZUUR	TABLET	ASPIRINE	ACETYLSALICYLZUUR
42943						FALSE	FALSE	FALSE	FALSE	FALSE	ACETYLSALICYLZUUR							ACETYLSALICYLZUUR	BRUISTABLET	ASPRO	ACETYLSALICYLZUUR
59722						FALSE	FALSE	FALSE	FALSE	FALSE	ACETYLSALICYLZUUR							ACETYLSALICYLZUUR	BRUISTABLET	ALKA SELTZER	ACETYLSALICYLZUUR
103039						FALSE	FALSE	FALSE	FALSE	FALSE	ACETYLSALICYLZUUR							ACETYLSALICYLZUUR	MAAGSAPRESISTENTE TABLET	ASPIRINE PROTECT	ACETYLSALICYLZUUR
3077						FALSE	FALSE	FALSE	FALSE	FALSE											
117145	x					TRUE	FALSE	FALSE	FALSE	FALSE	ACETYLSALICYLZUUR				acetylSALIcylzuur			ACETYLSALICYLZUUR	DISPERGEERBARE TABLET		ACETYLSALICYLZUUR
117153	x			x	x	TRUE	FALSE	FALSE	TRUE	TRUE	ACETYLSALICYLZUUR				acetylSALIcylzuur			ACETYLSALICYLZUUR	DISPERGEERBARE TABLET		ACETYLSALICYLZUUR
60984						FALSE	FALSE	FALSE	FALSE	FALSE	ACETYLSALICYLZUUR/ASCORBINEZUUR							ACETYLSALICYLZUUR/ASCORBINEZUUR	BRUISTABLET	ASPIRINE C	ACETYLSALICYLZUUR/ASCORBINEZUUR
98981						FALSE	FALSE	FALSE	FALSE	FALSE	ACETYLSALICYLZUUR/METOCLOPRAMIDE							ACETYLSALICYLZUUR/METOCLOPRAMIDE	POEDER VOOR ORAAL GEBRUIK	MIGRAFIN	ACETYLSALICYLAAT LYSINE/METOCLOPRAMIDE HYDROCHLORIDE-1-WATER
61433						FALSE	FALSE	FALSE	FALSE	FALSE	ACETYLSALICYLZUUR/PARACETAMOL/COFFEINE							ACETYLSALICYLZUUR/PARACETAMOL/COFFEINE	TABLET	APC TABLET	ACETYLSALICYLZUUR/PARACETAMOL/COFFEINE 0-WATER
142182						FALSE	FALSE	FALSE	FALSE	FALSE	ACETYLSALICYLZUUR/PARACETAMOL/COFFEINE							ACETYLSALICYLZUUR/PARACETAMOL/COFFEINE	TABLET	EXCEDRIN	ACETYLSALICYLZUUR/PARACETAMOL/COFFEINE 0-WATER
3743						FALSE	FALSE	FALSE	FALSE	FALSE											
41084	x					TRUE	FALSE	FALSE	FALSE	FALSE	ACICLOVIR							ACICLOVIR	OOGZALF	ZOVIRAX	ACICLOVIR
44687	x	x	x	x		TRUE	TRUE	TRUE	TRUE	FALSE	ACICLOVIR							ACICLOVIR	POEDER VOOR OPLOSSING VOOR INFUSIE	ZOVIRAX	ACICLOVIR NATRIUM
54003	x					TRUE	FALSE	FALSE	FALSE	FALSE	ACICLOVIR							ACICLOVIR	TABLET		ACICLOVIR
54577	x					TRUE	FALSE	FALSE	FALSE	FALSE	ACICLOVIR							ACICLOVIR	CREME	ZOVIRAX KOORTSLIP; KOORTSLIPCREME HTP; LIVSANE	ACICLOVIR
71676						FALSE	FALSE	FALSE	FALSE	FALSE	ACICLOVIR							ACICLOVIR	TABLET		ACICLOVIR
72125						FALSE	FALSE	FALSE	FALSE	FALSE	ACICLOVIR							ACICLOVIR	TABLET		ACICLOVIR
74462	x					TRUE	FALSE	FALSE	FALSE	FALSE	ACICLOVIR							ACICLOVIR	SUSPENSIE VOOR ORAAL GEBRUIK	ZOVIRAX	ACICLOVIR
97047						FALSE	FALSE	FALSE	FALSE	FALSE	ACICLOVIR							ACICLOVIR	POEDER VOOR OPLOSSING VOOR INFUSIE		ACICLOVIR NATRIUM
109983	x					TRUE	FALSE	FALSE	FALSE	FALSE	ACICLOVIR							ACICLOVIR	CONCENTRAAT VOOR OPLOSSING VOOR INFUSIE		ACICLOVIR NATRIUM
154636						FALSE	FALSE	FALSE	FALSE	FALSE	ACICLOVIR							ACICLOVIR	INFUUS		ACICLOVIR NATRIUM
171506						FALSE	FALSE	FALSE	FALSE	FALSE	ACICLOVIR							ACICLOVIR	INFUSIEVLOEISTOF		ACICLOVIR NATRIUM
171549						FALSE	FALSE	FALSE	FALSE	FALSE	ACICLOVIR							ACICLOVIR	INFUSIEVLOEISTOF		ACICLOVIR NATRIUM
5339						FALSE	FALSE	FALSE	FALSE	FALSE											
180076						FALSE	FALSE	FALSE	FALSE	FALSE	ACICLOVIR/HYDROCORTISON							ACICLOVIR/HYDROCORTISON	CREME	ZOVIRAX DUO	ACICLOVIR/HYDROCORTISON
84379						FALSE	FALSE	FALSE	FALSE	FALSE	ACIPIMOX							ACIPIMOX	CAPSULE	NEDIOS; OLBETAM	ACIPIMOX
77186	x					TRUE	FALSE	FALSE	FALSE	FALSE	ACITRETINE							ACITRETINE	CAPSULE	NEOTIGASON	ACITRETINE
77194	x					TRUE	FALSE	FALSE	FALSE	FALSE	ACITRETINE							ACITRETINE	CAPSULE	NEOTIGASON	ACITRETINE
141526						FALSE	FALSE	FALSE	FALSE	FALSE	ACLIDINIUM							ACLIDINIUM	INHALATIEPOEDER	EKLIRA; BRETARIS	ACLIDINIUM BROMIDE
155063						FALSE	FALSE	FALSE	FALSE	FALSE	ACLIDINIUM/FORMOTEROL							ACLIDINIUM/FORMOTEROL	INHALATIEPOEDER	DUAKLIR GENUAIR	ACLIDINIUM BROMIDE/FORMOTEROL FUMARAAT-2-WATER
83801						FALSE	FALSE	FALSE	FALSE	FALSE	ACRIVASTINE							ACRIVASTINE	CAPSULE	SEMPREX	ACRIVASTINE
6033						FALSE	FALSE	FALSE	FALSE	FALSE											
118621	x					TRUE	FALSE	FALSE	FALSE	FALSE	ADALIMUMAB							ADALIMUMAB	INJECTIEVLOEISTOF	IMRALDI; AMGEVITA; HYRIMOZ; IDACIO	ADALIMUMAB
150916						FALSE	FALSE	FALSE	FALSE	FALSE	ADALIMUMAB							ADALIMUMAB	INJECTIE		ADALIMUMAB
160539	x					TRUE	FALSE	FALSE	FALSE	FALSE	ADALIMUMAB							ADALIMUMAB	INJECTIEVLOEISTOF	HUMIRA; YUFLYMA; IMRALDI; HUKYNDRA; HYRIMOZ	ADALIMUMAB
124567						FALSE	FALSE	FALSE	FALSE	FALSE	ADAPALEEN							ADAPALEEN	GEL	DIFFERIN	ADAPALEEN
173029						FALSE	FALSE	FALSE	FALSE	FALSE	ADAPALEEN/BENZOYLPEROXIDE							ADAPALEEN/BENZOYLPEROXIDE	GEL	EFFEZEL	ADAPALEEN/BENZOYLPEROXIDE
118567						FALSE	FALSE	FALSE	FALSE	FALSE	ADEFOVIR							ADEFOVIR	TABLET	HEPSERA	ADEFOVIR DIPIVOXIL
92789	x	x	x	x	x	TRUE	TRUE	TRUE	TRUE	TRUE	ADENOSINE						10	ADENOSINE	INJECTIEVLOEISTOF	ADENOCOR	ADENOSINE
101230	x					TRUE	FALSE	FALSE	FALSE	FALSE	ADENOSINE							ADENOSINE	INFUSIEVLOEISTOF		ADENOSINE
154644						FALSE	FALSE	FALSE	FALSE	FALSE	ADENOSINE							ADENOSINE	INFUUS		ADENOSINE
6645						FALSE	FALSE	FALSE	FALSE	FALSE											
160288						FALSE	FALSE	FALSE	FALSE	FALSE	ADENOSINE							ADENOSINE	INJECTIEVLOEISTOF		ADENOSINE
161624	x					TRUE	FALSE	FALSE	FALSE	FALSE	ADENOSINE							ADENOSINE	INFUSIEVLOEISTOF		ADENOSINE
162124						FALSE	FALSE	FALSE	FALSE	FALSE	ADENOSINE							ADENOSINE	INJECTIEVLOEISTOF		ADENOSINE
162132						FALSE	FALSE	FALSE	FALSE	FALSE	ADENOSINE							ADENOSINE	INJECTIEVLOEISTOF		ADENOSINE
172421						FALSE	FALSE	FALSE	FALSE	FALSE	ADENOSINE							ADENOSINE	INJECTIEVLOEISTOF		ADENOSINE
179671						FALSE	FALSE	FALSE	FALSE	FALSE	ADENOSINE							ADENOSINE	INFUSIEVLOEISTOF		ADENOSINE
7145						FALSE	FALSE	FALSE	FALSE	FALSE											
170917	x					TRUE	FALSE	FALSE	FALSE	FALSE	ADRENALINE						10	ADRENALINE	OPLOSSING		ADRENALINE
170925	x	x		x	x	TRUE	TRUE	FALSE	TRUE	TRUE	ADRENALINE						1	ADRENALINE	INJECTIEVLOEISTOF	EPIPEN; JEXT; EMERADE	ADRENALINE
170933	x					TRUE	FALSE	FALSE	FALSE	FALSE	ADRENALINE						1	ADRENALINE	INJECTIEVLOEISTOF	EPIPEN JUNIOR	ADRENALINE
170976	x	x	x	x	x	TRUE	TRUE	TRUE	TRUE	TRUE	ADRENALINE						10	ADRENALINE	INJECTIEVLOEISTOF		ADRENALINE
171034						FALSE	FALSE	FALSE	FALSE	FALSE	ADRENALINE							ADRENALINE	OPLOSSING		ADRENALINE
171069	x					TRUE	FALSE	FALSE	FALSE	FALSE	ADRENALINE						10	ADRENALINE	VERNEVELVLOEISTOF		ADRENALINE
171085						FALSE	FALSE	FALSE	FALSE	FALSE	ADRENALINE							ADRENALINE	INJECTIEVLOEISTOF		ADRENALINE
171093						FALSE	FALSE	FALSE	FALSE	FALSE	ADRENALINE							ADRENALINE	INFUUS		ADRENALINE
164267						FALSE	FALSE	FALSE	FALSE	FALSE	AFAMELANOTIDE							AFAMELANOTIDE	IMPLANTAAT	SCENESSE	AFAMELANOTIDE
143243						FALSE	FALSE	FALSE	FALSE	FALSE	AFATINIB							AFATINIB	TABLET	GIOTRIF	AFATINIB DIMALEAAT
143251						FALSE	FALSE	FALSE	FALSE	FALSE	AFATINIB							AFATINIB	TABLET	GIOTRIF	AFATINIB DIMALEAAT
143278						FALSE	FALSE	FALSE	FALSE	FALSE	AFATINIB							AFATINIB	TABLET	GIOTRIF	AFATINIB DIMALEAAT
143286						FALSE	FALSE	FALSE	FALSE	FALSE	AFATINIB							AFATINIB	TABLET	GIOTRIF	AFATINIB DIMALEAAT
140937	x					TRUE	FALSE	FALSE	FALSE	FALSE	AFLIBERCEPT						100	AFLIBERCEPT	INJECTIEVLOEISTOF	EYLEA	AFLIBERCEPT
143944						FALSE	FALSE	FALSE	FALSE	FALSE	AFLIBERCEPT							AFLIBERCEPT	CONCENTRAAT VOOR OPLOSSING VOOR INFUSIE	ZALTRAP	AFLIBERCEPT
151440						FALSE	FALSE	FALSE	FALSE	FALSE	AFLIBERCEPT							AFLIBERCEPT	INFUUS		AFLIBERCEPT
137928						FALSE	FALSE	FALSE	FALSE	FALSE	AGALSIDASE ALFA							AGALSIDASE ALFA	INFUUS		AGALSIDASE ALFA
161780						FALSE	FALSE	FALSE	FALSE	FALSE	AGALSIDASE ALFA							AGALSIDASE ALFA	CONCENTRAAT VOOR OPLOSSING VOOR INFUSIE	REPLAGAL	AGALSIDASE ALFA
114227						FALSE	FALSE	FALSE	FALSE	FALSE	AGALSIDASE BETA							AGALSIDASE BETA	POEDER VOOR OPLOSSING VOOR INFUSIE	FABRAZYME	AGALSIDASE BETA
118281						FALSE	FALSE	FALSE	FALSE	FALSE	AGALSIDASE BETA							AGALSIDASE BETA	POEDER VOOR OPLOSSING VOOR INFUSIE	FABRAZYME	AGALSIDASE BETA
137936						FALSE	FALSE	FALSE	FALSE	FALSE	AGALSIDASE BETA							AGALSIDASE BETA	INFUUS		AGALSIDASE BETA
9016						FALSE	FALSE	FALSE	FALSE	FALSE											
132055						FALSE	FALSE	FALSE	FALSE	FALSE	AGOMELATINE							AGOMELATINE	TABLET	VALDOXAN	AGOMELATINE
78344						FALSE	FALSE	FALSE	FALSE	FALSE	ALANINE/ARGININE/ASPARAGINE/CYSTEINE/FENYLALANINE/GLUTAMINEZUUR/GLYCINE/HISTIDINE/ISOLEUCINE/LEUCINE/LYSINE/METHIONINE/PROLINE/SERINE/TAURINE/THREONINE/TRYPTOFAAN/TYROSINE/VALINE							ALANINE/ARGININE/ASPARAGINE/CYSTEINE/FENYLALANINE/GLUTAMINEZUUR/GLYCINE/HISTIDINE/ISOLEUCINE/LEUCINE/LYSINE/METHIONINE/PROLINE/SERINE/TAURINE/THREONINE/TRYPTOFAAN/TYROSINE/VALINE	INFUSIEVLOEISTOF	VAMINOLACT	ALANINE/ARGININE/ASPARAGINE 1-WATER/CYSTEINE/FENYLALANINE/GLUTAMINEZUUR/GLYCINE/HISTIDINE/ISOLEUCINE/LEUCINE/LYSINE/METHIONINE/PROLINE/SERINE/TAURINE/THREONINE/TRYPTOFAAN/TYROSINE/VALINE
9040						FALSE	FALSE	FALSE	FALSE	FALSE											
164569						FALSE	FALSE	FALSE	FALSE	FALSE	ALANINE/ARGININE/ASPARTINEZUUR/CYSTEINE/GLUTAMINEZUUR/GLYCINE/HISTIDINE/ISOLEUCINE/LEUCINE/LYSINE/METHIONINE/ORNITHINE/FENYLALANINE/PROLINE/SERINE/TAURINE/THREONINE/TRYPTOFAAN/TYROSINE/VALINE/KALIUMACETAAT/CALCIUMCHLORIDE/MAGNESIUMACETAAT/GLYCEROFOSFORZUUR/GLUCOSE/OLIJFOLIE, GEZUIVERD/SOJAOLIE, GEZUIVERD							ALANINE/ARGININE/ASPARTINEZUUR/CYSTEINE/GLUTAMINEZUUR/GLYCINE/HISTIDINE/ISOLEUCINE/LEUCINE/LYSINE/METHIONINE/ORNITHINE/FENYLALANINE/PROLINE/SERINE/TAURINE/THREONINE/TRYPTOFAAN/TYROSINE/VALINE/KALIUMACETAAT/CALCIUMCHLORIDE/MAGNESIUMACETAAT/GLYCEROFOSFORZUUR/GLUCOSE/OLIJFOLIE, GEZUIVERD/SOJAOLIE, GEZUIVERD	EMULSIE VOOR INFUSIE	NUMETA	ALANINE/ARGININE/ASPARTINEZUUR/CYSTEINE/GLUTAMINEZUUR/GLYCINE/HISTIDINE/ISOLEUCINE/LEUCINE/LYSINE 1-WATER/METHIONINE/ORNITHINE HYDROCHLORIDE/FENYLALANINE/PROLINE/SERINE/TAURINE/THREONINE/TRYPTOFAAN/TYROSINE/VALINE/KALIUMACETAAT/CALCIUMCHLORIDE 2-WATER/MAGNESIUMACETAAT 4-WATER/GLYCEROFOSFAAT DINATRIUM-5.5-WATER/GLUCOSE 1-WATER/OLIJFOLIE, GEZUIVERD/SOJAOLIE, GEZUIVERD
175269						FALSE	FALSE	FALSE	FALSE	FALSE	ALANINE/ARGININE/ASPARTINEZUUR/CYSTEINE/GLUTAMINEZUUR/GLYCINE/HISTIDINE/ISOLEUCINE/LEUCINE/LYSINE/METHIONINE/ORNITHINE/FENYLALANINE/PROLINE/SERINE/TAURINE/THREONINE/TRYPTOFAAN/TYROSINE/VALINE/KALIUMACETAAT/CALCIUMCHLORIDE/MAGNESIUMACETAAT/GLYCEROFOSFORZUUR/GLUCOSE/OLIJFOLIE, GEZUIVERD/SOJAOLIE, GEZUIVERD/KALIUMJODIDE/KOPER(II)CHLORIDE/MANGAAN(II)CHLORIDE/NATRIUMFLUORIDE/NATRIUMSELENIET/ZINKCHLORIDE/THIAMINE/RIBOFLAVINE/NICOTINAMIDE/PANTOTHEENZUUR/PYRIDOXINE/FOLIUMZUUR/CYANOCOBALAMINE/BIOTINE/ASCORBINEZUUR/RETINOL/ERGOCALCIFEROL/TOCOFEROL, DL-ALFA-/FYTOMENADION							ALANINE/ARGININE/ASPARTINEZUUR/CYSTEINE/GLUTAMINEZUUR/GLYCINE/HISTIDINE/ISOLEUCINE/LEUCINE/LYSINE/METHIONINE/ORNITHINE/FENYLALANINE/PROLINE/SERINE/TAURINE/THREONINE/TRYPTOFAAN/TYROSINE/VALINE/KALIUMACETAAT/CALCIUMCHLORIDE/MAGNESIUMACETAAT/GLYCEROFOSFORZUUR/GLUCOSE/OLIJFOLIE, GEZUIVERD/SOJAOLIE, GEZUIVERD/KALIUMJODIDE/KOPER(II)CHLORIDE/MANGAAN(II)CHLORIDE/NATRIUMFLUORIDE/NATRIUMSELENIET/ZINKCHLORIDE/THIAMINE/RIBOFLAVINE/NICOTINAMIDE/PANTOTHEENZUUR/PYRIDOXINE/FOLIUMZUUR/CYANOCOBALAMINE/BIOTINE/ASCORBINEZUUR/RETINOL/ERGOCALCIFEROL/TOCOFEROL, DL-ALFA-/FYTOMENADION	EMULSIE VOOR INFUSIE		ALANINE/ARGININE/ASPARTINEZUUR/CYSTEINE/GLUTAMINEZUUR/GLYCINE/HISTIDINE/ISOLEUCINE/LEUCINE/LYSINE 1-WATER/METHIONINE/ORNITHINE HYDROCHLORIDE/FENYLALANINE/PROLINE/SERINE/TAURINE/THREONINE/TRYPTOFAAN/TYROSINE/VALINE/KALIUMACETAAT/CALCIUMCHLORIDE 2-WATER/MAGNESIUMACETAAT 4-WATER/GLYCEROFOSFAAT DINATRIUM-5.5-WATER/GLUCOSE 1-WATER/OLIJFOLIE, GEZUIVERD/SOJAOLIE, GEZUIVERD/KALIUMJODIDE/KOPER(II)CHLORIDE 2-WATER/MANGAAN(II)CHLORIDE 4-WATER/NATRIUMFLUORIDE/NATRIUMSELENIET 5-WATER/ZINKCHLORIDE/THIAMINE NITRAAT/RIBOFLAVINE NATRIUMFOSFAAT-0-WATER/NICOTINAMIDE/PANTOTHENAAT NATRIUM/PYRIDOXINE HYDROCHLORIDE/FOLIUMZUUR/CYANOCOBALAMINE/BIOTINE/ASCORBAAT NATRIUM/RETINOL PALMITAAT/ERGOCALCIFEROL/TOCOFEROL, DL-ALFA-/FYTOMENADION
9318						FALSE	FALSE	FALSE	FALSE	FALSE											
136743						FALSE	FALSE	FALSE	FALSE	FALSE	ALANINE/ARGININE/ASPARTINEZUUR/CYSTEINE/GLUTAMINEZUUR/GLYCINE/HISTIDINE/ISOLEUCINE/LEUCINE/LYSINE/METHIONINE/ORNITHINE/FENYLALANINE/PROLINE/SERINE/TAURINE/THREONINE/TRYPTOFAAN/TYROSINE/VALINE/NATRIUMCHLORIDE/KALIUMACETAAT/CALCIUMCHLORIDE/MAGNESIUMACETAAT/GLYCEROFOSFORZUUR/GLUCOSE/OLIJFOLIE, GEZUIVERD/SOJAOLIE, GEZUIVERD							ALANINE/ARGININE/ASPARTINEZUUR/CYSTEINE/GLUTAMINEZUUR/GLYCINE/HISTIDINE/ISOLEUCINE/LEUCINE/LYSINE/METHIONINE/ORNITHINE/FENYLALANINE/PROLINE/SERINE/TAURINE/THREONINE/TRYPTOFAAN/TYROSINE/VALINE/NATRIUMCHLORIDE/KALIUMACETAAT/CALCIUMCHLORIDE/MAGNESIUMACETAAT/GLYCEROFOSFORZUUR/GLUCOSE/OLIJFOLIE, GEZUIVERD/SOJAOLIE, GEZUIVERD	EMULSIE VOOR INFUSIE	NUMETA	ALANINE/ARGININE/ASPARTINEZUUR/CYSTEINE/GLUTAMINEZUUR/GLYCINE/HISTIDINE/ISOLEUCINE/LEUCINE/LYSINE 1-WATER/METHIONINE/ORNITHINE HYDROCHLORIDE/FENYLALANINE/PROLINE/SERINE/TAURINE/THREONINE/TRYPTOFAAN/TYROSINE/VALINE/NATRIUMCHLORIDE/KALIUMACETAAT/CALCIUMCHLORIDE 2-WATER/MAGNESIUMACETAAT 4-WATER/GLYCEROFOSFAAT DINATRIUM-5.5-WATER/GLUCOSE 1-WATER/OLIJFOLIE, GEZUIVERD/SOJAOLIE, GEZUIVERD
